power,frequency,amplitude,phase,I,Q
17.0,5340000000.0,0.12637089275015934,-0.5661380320053828,0.1066543459892273,-0.06778239458799362
17.0,5340150000.0,0.1271890202525507,-0.5566212043774429,0.10798920691013336,-0.0671965628862381
17.0,5340300000.0,0.12632229480447468,-0.5629008726713431,0.1068321093916893,-0.06741084903478622
17.0,5340450000.0,0.12580084527562885,-0.5654898599752061,0.10621695220470428,-0.06740780174732208
17.0,5340600000.0,0.12648644017170915,-0.5527456778084139,0.10765086114406586,-0.066408671438694
17.0,5340750000.0,0.12716404378364116,-0.5722130791174151,0.10690740495920181,-0.0688585564494133
17.0,5340900000.0,0.126384492456055,-0.5659283528576416,0.10668003559112549,-0.06776732206344604
17.0,5341050000.0,0.12764321535684145,-0.5598397223497036,0.10815723240375519,-0.06778497993946075
17.0,5341200000.0,0.12823540949475376,-0.5585922328695258,0.10874389111995697,-0.0679638609290123
17.0,5341350000.0,0.1282906488379452,-0.548251739234156,0.10948798805475235,-0.06686457246541977
17.0,5341500000.0,0.1270372517981326,-0.5615636195230899,0.10752731561660767,-0.06764864921569824
17.0,5341650000.0,0.12827370675217248,-0.5525576878658496,0.1091846376657486,-0.06732650846242905
17.0,5341800000.0,0.1292171965296527,-0.5611497199518978,0.10940094292163849,-0.06876421719789505
17.0,5341950000.0,0.12733568418321184,-0.5532462922004833,0.10834015905857086,-0.06690879166126251
17.0,5342100000.0,0.1275652036454392,-0.5653910261887201,0.10771340131759644,-0.06834255158901215
17.0,5342250000.0,0.12810081227114023,-0.5593357850258859,0.10857924073934555,-0.06797327846288681
17.0,5342400000.0,0.1269452707378255,-0.5731802772512565,0.10665694624185562,-0.0688432827591896
17.0,5342550000.0,0.1290020334993815,-0.5635726636819113,0.10905212163925171,-0.06891414523124695
17.0,5342700000.0,0.1275273984470703,-0.5533958113506142,0.10849325358867645,-0.06702575087547302
17.0,5342850000.0,0.12739393523294526,-0.5621624505659031,0.1077885776758194,-0.06790314614772797
17.0,5343000000.0,0.1301162209348586,-0.5677212886893028,0.10970468819141388,-0.06996507942676544
17.0,5343150000.0,0.12665966351090016,-0.5703751169237702,0.10660924762487411,-0.06838960945606232
17.0,5343300000.0,0.1277336563758189,-0.5569371069467214,0.10843030363321304,-0.06751856207847595
17.0,5343450000.0,0.12711063442266798,-0.5708586166369569,0.1069556325674057,-0.06868483126163483
17.0,5343600000.0,0.12718354455042702,-0.5506145190334252,0.10838621854782104,-0.0665438324213028
17.0,5343750000.0,0.12685643438864977,-0.5656754141647664,0.10709559917449951,-0.06799329072237015
17.0,5343900000.0,0.1278457972571193,-0.5555450227870083,0.10861946642398834,-0.06742669641971588
17.0,5344050000.0,0.12822389240265908,-0.5682642649534833,0.10807175934314728,-0.06900624185800552
17.0,5344200000.0,0.1270958518526108,-0.5597820306391045,0.10769732296466827,-0.06748808920383453
17.0,5344350000.0,0.12714198192893608,-0.5563047466836611,0.10797052085399628,-0.06713754683732986
17.0,5344500000.0,0.12711415559152806,-0.5661407110797455,0.10728146135807037,-0.0681813508272171
17.0,5344650000.0,0.12897311570452724,-0.5638616457817892,0.10900776088237762,-0.06893020123243332
17.0,5344800000.0,0.12757636700830577,-0.5511231110101658,0.10868702083826065,-0.06680464744567871
17.0,5344950000.0,0.1251668941521714,-0.5661633076638646,0.10563649982213974,-0.06713926792144775
17.0,5345100000.0,0.12978903133868186,-0.5764983953531029,0.10881207138299942,-0.07074691355228424
17.0,5345250000.0,0.1287845114316793,-0.5621380200654296,0.10896682739257812,-0.06864168494939804
17.0,5345400000.0,0.12736845747652056,-0.5439000695225754,0.10898880660533905,-0.06591027230024338
17.0,5345550000.0,0.12654190643660768,-0.5470907830899567,0.10807204246520996,-0.06582771241664886
17.0,5345700000.0,0.12891823177819053,-0.5563316444890518,0.10947710275650024,-0.06807844340801239
17.0,5345850000.0,0.12892521007934304,-0.5623556228810503,0.10907091945409775,-0.06874041259288788
17.0,5346000000.0,0.12685244487152367,-0.5412159495226254,0.10872305929660797,-0.06535165756940842
17.0,5346150000.0,0.12736983569646584,-0.5580895204839117,0.10804380476474762,-0.06745080649852753
17.0,5346300000.0,0.12694896284232116,-0.5677715217342217,0.10703085362911224,-0.06826738268136978
17.0,5346450000.0,0.12885199134621383,-0.5691027184808716,0.10854296386241913,-0.06943529844284058
17.0,5346600000.0,0.12801246327095486,-0.5627567742615948,0.10827134549617767,-0.06829719245433807
17.0,5346750000.0,0.12771317517450662,-0.5595162700993762,0.10823844373226166,-0.06778712570667267
