power,frequency,amplitude,phase,I,Q
17.0,5370000000.0,0.12760546688581034,-0.5832709314275069,0.10650789737701416,-0.07027960568666458
17.0,5370150000.0,0.12836324108430724,-0.5728606541235055,0.10787054151296616,-0.06957778334617615
17.0,5370300000.0,0.12870490544695137,-0.578723493715696,0.10774679481983185,-0.07039588689804077
17.0,5370450000.0,0.12913737162275304,-0.5648752811894514,0.10907657444477081,-0.06912858784198761
17.0,5370600000.0,0.12834753556960438,-0.5689763160677775,0.10812675952911377,-0.06914979219436646
17.0,5370750000.0,0.12960800386446772,-0.5705675279399677,0.10907739400863647,-0.07000254839658737
17.0,5370900000.0,0.12703712021898836,-0.5911623630041777,0.10547808557748795,-0.07080115377902985
17.0,5371050000.0,0.1281429608867367,-0.5804041885652639,0.10715840756893158,-0.07026872783899307
17.0,5371200000.0,0.1268672089144051,-0.5685163036292372,0.1069110855460167,-0.06830306351184845
17.0,5371350000.0,0.1289962168050631,-0.5683363931241279,0.10871769487857819,-0.06942972540855408
17.0,5371500000.0,0.1270171994053317,-0.5822088883656369,0.10609112679958344,-0.06984297931194305
17.0,5371650000.0,0.12775981782910883,-0.5807832774787638,0.10681144148111343,-0.0700991228222847
17.0,5371800000.0,0.12882541326138824,-0.5865411083328037,0.10729354619979858,-0.07130274921655655
17.0,5371950000.0,0.12843060077216914,-0.5757576260431813,0.10772502422332764,-0.0699266642332077
17.0,5372100000.0,0.1291477395613252,-0.5780850229586583,0.10816259682178497,-0.07056905329227448
17.0,5372250000.0,0.12734992337564965,-0.592194179840916,0.10566451400518417,-0.07108455151319504
17.0,5372400000.0,0.12831191874879846,-0.5905893684225837,0.10657750070095062,-0.07145057618618011
17.0,5372550000.0,0.12821989218669316,-0.5966676912954915,0.10606510937213898,-0.07204535603523254
17.0,5372700000.0,0.12584442885043867,-0.5905466230496198,0.10453096777200699,-0.07007208466529846
17.0,5372850000.0,0.12643105075507005,-0.6030486639480511,0.10412992537021637,-0.0717061311006546
17.0,5373000000.0,0.12813770113574813,-0.5936641822914452,0.10621289163827896,-0.07168048620223999
17.0,5373150000.0,0.12657554715661165,-0.6023806946744121,0.10429686307907104,-0.07171843200922012
17.0,5373300000.0,0.12796934281419262,-0.5943393853723589,0.10602498054504395,-0.07165791094303131
17.0,5373450000.0,0.12603025122337708,-0.5841830464842982,0.10512976348400116,-0.06950796395540237
17.0,5373600000.0,0.12663147589034546,-0.5914582047449071,0.10512039810419083,-0.07060617953538895
17.0,5373750000.0,0.12810375335852842,-0.5801784927631594,0.10714147239923477,-0.07022304832935333
17.0,5373900000.0,0.12780066917158708,-0.5887505690946991,0.1062835305929184,-0.0709705725312233
17.0,5374050000.0,0.12794261531082002,-0.5874898532419068,0.10649106651544571,-0.07091519981622696
17.0,5374200000.0,0.1265837255063651,-0.5846557267491347,0.10555844008922577,-0.06986311823129654
17.0,5374350000.0,0.1269839553457602,-0.5709324919405746,0.1068439707159996,-0.06862427294254303
17.0,5374500000.0,0.1281724195875854,-0.5808309757047816,0.1071530357003212,-0.07033061981201172
17.0,5374650000.0,0.1293949518505255,-0.5615603331762475,0.10952315479516983,-0.06890378892421722
17.0,5374800000.0,0.12947840140323713,-0.5903620841242726,0.10756278038024902,-0.07207568734884262
17.0,5374950000.0,0.12975439258227417,-0.5730701068791088,0.10902486741542816,-0.07035467773675919
17.0,5375100000.0,0.12629920607469436,-0.569288846526793,0.10637986660003662,-0.06807946413755417
17.0,5375250000.0,0.13126644549912644,-0.574451246477161,0.11019694805145264,-0.07132679969072342
17.0,5375400000.0,0.1270253804515469,-0.581175212821238,0.10617010295391083,-0.06973776966333389
17.0,5375550000.0,0.12793459199518895,-0.5657380238380971,0.10800151526927948,-0.06857793033123016
17.0,5375700000.0,0.12790941157227537,-0.5849579969179162,0.10664258897304535,-0.07062701880931854
17.0,5375850000.0,0.12900739086978172,-0.5612563717966262,0.10921598970890045,-0.06866421550512314
17.0,5376000000.0,0.12799895735548514,-0.5709332062655512,0.10769794136285782,-0.06917287409305573
17.0,5376150000.0,0.12791177292736877,-0.5775637083947207,0.10716388374567032,-0.06983783841133118
17.0,5376300000.0,0.1301169150943486,-0.5744534816976209,0.10923177003860474,-0.07070241868495941
17.0,5376450000.0,0.12688911602405015,-0.5799328230173589,0.10614267736673355,-0.0695311427116394
17.0,5376600000.0,0.12745883634328506,-0.5700780085751501,0.10730235278606415,-0.06878924369812012
17.0,5376750000.0,0.1287888966282681,-0.5745515689661295,0.10811004787683487,-0.06999140977859497
17.0,5376900000.0,0.12821561050066263,-0.5697165324630403,0.10796445608139038,-0.0691586509346962
17.0,5377050000.0,0.12613801831898952,-0.5565710127101958,0.10710020363330841,-0.06663592159748077
17.0,5377200000.0,0.1287441418379707,-0.5700578207162007,0.10838580131530762,-0.06948073208332062
17.0,5377350000.0,0.12730524402820456,-0.5861584845017711,0.1060544103384018,-0.07042078673839569
17.0,5377500000.0,0.12845682703121386,-0.5849320419873019,0.10710082948207855,-0.07092650234699249
17.0,5377650000.0,0.12711656793785686,-0.5697945249754193,0.10703365504741669,-0.06857418268918991
17.0,5377800000.0,0.12731696918098306,-0.5664255184565504,0.10743317753076553,-0.06832073628902435
17.0,5377950000.0,0.1272233212173513,-0.5735656767812723,0.10686396062374115,-0.06903526186943054
17.0,5378100000.0,0.12747259054095075,-0.5617436747355513,0.10788357257843018,-0.06789989769458771
17.0,5378250000.0,0.12735698168460452,-0.5700197099878385,0.1072206124663353,-0.0687280222773552
17.0,5378400000.0,0.12917558237041712,-0.5798262478018009,0.10806284844875336,-0.07077253609895706
17.0,5378550000.0,0.1267449244047577,-0.5604558843304945,0.10735458135604858,-0.0673741027712822
17.0,5378700000.0,0.12885679381240853,-0.5611780534480793,0.10909386724233627,-0.06857551634311676
17.0,5378850000.0,0.1291026948463242,-0.5781357775565586,0.10812129080295563,-0.07054992765188217
