frequency,frequency,amplitude,phase,I,Q
5228000000.0,5305000000.0,0.1322744114935692,-0.3639250516112567,0.12361135333776474,-0.047082409262657166
5228000000.0,5305250000.0,0.13215571940164017,-0.36311939379876845,0.1235382929444313,-0.046940647065639496
5228000000.0,5305500000.0,0.13179869725323948,-0.36255970294028256,0.12323073297739029,-0.04674487188458443
5228000000.0,5305750000.0,0.13216775631781322,-0.36392323332832877,0.12351176887750626,-0.04704422131180763
5228000000.0,5306000000.0,0.13241088625214353,-0.3663360328510735,0.12362489849328995,-0.04742918163537979
5228000000.0,5306250000.0,0.13206306504540394,-0.36439286911913094,0.12339184433221817,-0.04706491157412529
5228000000.0,5306500000.0,0.13209545054617666,-0.36731062390021685,0.1232842206954956,-0.047436367720365524
5228000000.0,5306750000.0,0.1318365299041771,-0.36150893179869603,0.12331517040729523,-0.046628739684820175
5228000000.0,5307000000.0,0.13187319010877485,-0.36837216579369364,0.12302644550800323,-0.047487176954746246
5228000000.0,5307250000.0,0.13183156786967357,-0.36735102945720743,0.12303602695465088,-0.0473465770483017
5228000000.0,5307500000.0,0.13149886518663914,-0.3697720901287598,0.12261082231998444,-0.04752407595515251
5228000000.0,5307750000.0,0.13271489408703002,-0.3660266485243823,0.12392343580722809,-0.04749973863363266
5228000000.0,5308000000.0,0.1319479421448725,-0.37089106076391953,0.12297610938549042,-0.047824010252952576
5228000000.0,5308250000.0,0.13185535307313104,-0.37445545092957166,0.1227186918258667,-0.048228174448013306
5228000000.0,5308500000.0,0.13196896507527162,-0.37146149527327355,0.1229683980345726,-0.047901783138513565
5228000000.0,5308750000.0,0.13149168480247653,-0.37870691584118776,0.12217464298009872,-0.04861501604318619
5228000000.0,5309000000.0,0.13164763906819477,-0.3837971450984403,0.12207020819187164,-0.04929467663168907
5228000000.0,5309250000.0,0.13134141994291898,-0.3915879036335772,0.12139942497015,-0.05012731999158859
5228000000.0,5309500000.0,0.13097858422769573,-0.39693845147345264,0.1207948550581932,-0.05063588172197342
5228000000.0,5309750000.0,0.1296424493412858,-0.4100075278052976,0.11889740079641342,-0.051677584648132324
5228000000.0,5310000000.0,0.13019115414457272,-0.4208830970260464,0.11882917582988739,-0.053191762417554855
5228000000.0,5310250000.0,0.1298203880729066,-0.43843571347695987,0.11754156649112701,-0.055111825466156006
5228000000.0,5310500000.0,0.12910151067086598,-0.4520101014371153,0.11613596975803375,-0.05638826638460159
5228000000.0,5310750000.0,0.128761507212468,-0.46253643724778476,0.1152317076921463,-0.057455889880657196
5228000000.0,5311000000.0,0.12852009049535607,-0.48782074552843213,0.11352904140949249,-0.060237616300582886
5228000000.0,5311250000.0,0.1279636855795527,-0.5039784454967686,0.11205373704433441,-0.061795346438884735
5228000000.0,5311500000.0,0.12720224808388675,-0.5256494775254426,0.11002971976995468,-0.06382689625024796
5228000000.0,5311750000.0,0.12748540540225323,-0.529671065323225,0.11001650243997574,-0.0644119381904602
5228000000.0,5312000000.0,0.1272441421342139,-0.5460588209950269,0.10874003171920776,-0.06608083844184875
5228000000.0,5312250000.0,0.12704549635788667,-0.5546680944634959,0.10799823701381683,-0.06690993160009384
5228000000.0,5312500000.0,0.12714949903725828,-0.5738372453545829,0.10678321123123169,-0.06902420520782471
5228000000.0,5312750000.0,0.1272378783186364,-0.5814335266546632,0.10632966458797455,-0.06988190114498138
5228000000.0,5313000000.0,0.12738690188289983,-0.5920676988261884,0.10570418834686279,-0.07109182327985764
5228000000.0,5313250000.0,0.12710200990158585,-0.5931057063678317,0.10539410263299942,-0.0710422694683075
5228000000.0,5313500000.0,0.12730037505043862,-0.591503484715167,0.1056724563241005,-0.07098392397165298
5228000000.0,5313750000.0,0.1266769974946154,-0.580696575004339,0.10591219365596771,-0.06949581950902939
5228000000.0,5314000000.0,0.1267506171044642,-0.578733855260385,0.10611002147197723,-0.06932807713747025
5228000000.0,5314250000.0,0.1272412757609081,-0.5665672740814467,0.1073596253991127,-0.06829533725976944
5228000000.0,5314500000.0,0.12746447915289974,-0.5546869524089877,0.1083531379699707,-0.06713263690471649
5228000000.0,5314750000.0,0.1276543309728301,-0.5397824115802271,0.10950450599193573,-0.06560786068439484
5228000000.0,5315000000.0,0.12787387220169144,-0.5228140597244523,0.11079216003417969,-0.06385001540184021
5228000000.0,5315250000.0,0.1282774919246845,-0.5013083641783294,0.11249352991580963,-0.06164674088358879
5228000000.0,5315500000.0,0.1282324470570641,-0.48614438406921473,0.11337554454803467,-0.059912823140621185
5228000000.0,5315750000.0,0.1285251744930624,-0.46151531115451133,0.11507871001958847,-0.05723295360803604
5228000000.0,5316000000.0,0.12920566019613158,-0.4516861191538245,0.11624793708324432,-0.05639609694480896
5228000000.0,5316250000.0,0.12988228900143545,-0.43953076276113456,0.11753716319799423,-0.0552668459713459
