power,frequency,amplitude,phase,I,Q
17.0,5335000000.0,0.12795887584368212,-0.8828997295245773,0.08124282211065292,-0.09885887801647186
17.0,5335250000.0,0.12815881750403008,-0.8731656099025266,0.08232970535755157,-0.09821660816669464
17.0,5335500000.0,0.12883042202029363,-0.8780889580145471,0.08227405697107315,-0.0991375669836998
17.0,5335750000.0,0.1290322947335899,-0.8818826439136709,0.08202569931745529,-0.09960480779409409
17.0,5336000000.0,0.1281098495633469,-0.8738642463081813,0.08222963660955429,-0.0982365533709526
17.0,5336250000.0,0.12930201111310854,-0.8797466342629133,0.08241017162799835,-0.09963721036911011
17.0,5336500000.0,0.12932642613994602,-0.8689427926957031,0.08349756896495819,-0.0987597107887268
17.0,5336750000.0,0.12872709509250654,-0.8790490156598757,0.08211293071508408,-0.09913693368434906
17.0,5337000000.0,0.12728255684435935,-0.8817741066145351,0.08092405647039413,-0.09824533760547638
17.0,5337250000.0,0.12929092422526875,-0.8710200719162464,0.08326937258243561,-0.0989057868719101
17.0,5337500000.0,0.12916504625850894,-0.8818452538274617,0.08211381733417511,-0.09970421344041824
17.0,5337750000.0,0.1289570175485395,-0.872580701848235,0.0829002633690834,-0.09877984970808029
17.0,5338000000.0,0.12882067472796868,-0.8763952856159801,0.08243560791015625,-0.09899058938026428
17.0,5338250000.0,0.1279439628583717,-0.8816613096862124,0.08135570585727692,-0.09874667972326279
17.0,5338500000.0,0.12849905083991242,-0.8835503734352927,0.081521175801754,-0.09932927042245865
17.0,5338750000.0,0.12806665501679973,-0.8810316671540751,0.08149594068527222,-0.09879007935523987
17.0,5339000000.0,0.1283411389769542,-0.8766896553688177,0.08209970593452454,-0.09864626824855804
17.0,5339250000.0,0.12832231596563312,-0.8786422632537773,0.08189491927623749,-0.09879189729690552
17.0,5339500000.0,0.12756169790129454,-0.8839470129234188,0.08088739216327667,-0.09863679111003876
17.0,5339750000.0,0.12901206089363415,-0.8798196836716389,0.08221811056137085,-0.09941978752613068
17.0,5340000000.0,0.12859830171845868,-0.8701060437251766,0.08291317522525787,-0.09830019623041153
17.0,5340250000.0,0.12848310621903955,-0.8839979496412852,0.08146660029888153,-0.09935341775417328
17.0,5340500000.0,0.12894282167307863,-0.8929111511285482,0.08086612820625305,-0.10043366253376007
17.0,5340750000.0,0.12849441074601703,-0.8782229204877019,0.08204622566699982,-0.09888999164104462
17.0,5341000000.0,0.1288038913169193,-0.883514073112175,0.08171818405389786,-0.09956194460391998
17.0,5341250000.0,0.1281761009544839,-0.8871294391123992,0.08096116036176682,-0.09937003254890442
17.0,5341500000.0,0.12743562591294977,-0.8933748616499909,0.07987485826015472,-0.09929675608873367
17.0,5341750000.0,0.12917679045340338,-0.8846279372600958,0.08184349536895752,-0.09994141012430191
17.0,5342000000.0,0.12822226568292208,-0.8858425815019562,0.08111817389726639,-0.09930151700973511
17.0,5342250000.0,0.12983417637850497,-0.8824070106214695,0.08248288929462433,-0.10026707500219345
17.0,5342500000.0,0.12781394350557151,-0.8775471390694668,0.08167818933725357,-0.09831112623214722
17.0,5342750000.0,0.12857524769258047,-0.8825233094735673,0.08167155086994171,-0.09930434077978134
17.0,5343000000.0,0.12712271624907817,-0.8774656136974357,0.08124443888664246,-0.09777282923460007
17.0,5343250000.0,0.127935628658386,-0.8811416600160861,0.08140170574188232,-0.0986979603767395
17.0,5343500000.0,0.1277285205090756,-0.8881192357933637,0.08058039844036102,-0.09910284727811813
17.0,5343750000.0,0.12871456695590716,-0.8968009802541641,0.08033239096403122,-0.10056911408901215
17.0,5344000000.0,0.12707443107771124,-0.9074919946964739,0.07824276387691498,-0.10012982040643692
17.0,5344250000.0,0.12657310590306228,-0.9053915339616853,0.0781434029340744,-0.0995708778500557
17.0,5344500000.0,0.1260138441040403,-0.9402473698839846,0.07429628074169159,-0.10178188234567642
17.0,5344750000.0,0.12437348683033193,-0.9647066674178973,0.07085034996271133,-0.1022203117609024
17.0,5345000000.0,0.12290994061692397,-1.0054547484791858,0.0658433809876442,-0.10378585010766983
17.0,5345250000.0,0.12158047109985623,-1.044261068767974,0.061099160462617874,-0.10511281341314316
17.0,5345500000.0,0.12098926277148643,-1.0811724445235351,0.056900523602962494,-0.1067742109298706
17.0,5345750000.0,0.12117544257718821,-1.0784393230925255,0.05728014558553696,-0.10678236186504364
17.0,5346000000.0,0.1217571098293989,-1.0667314827070093,0.05880732089281082,-0.10661375522613525
17.0,5346250000.0,0.12045857468484386,-1.077674010969693,0.05702250078320503,-0.10610703378915787
17.0,5346500000.0,0.12040324067546995,-1.081273428911184,0.056614190340042114,-0.10626275837421417
17.0,5346750000.0,0.12005472568493178,-1.114021277174338,0.052950866520404816,-0.1077466607093811
17.0,5347000000.0,0.11921554190913061,-1.1221915875937976,0.05170482397079468,-0.10741953551769257
17.0,5347250000.0,0.11893483030928613,-1.1288579210680356,0.05086752772331238,-0.107508085668087
17.0,5347500000.0,0.11915430364112332,-1.169192002166476,0.046576883643865585,-0.10967379808425903
17.0,5347750000.0,0.11854180998690045,-1.222845971361851,0.040419403463602066,-0.11143802106380463
17.0,5348000000.0,0.11882747708449984,-1.3090075054911194,0.03075360134243965,-0.11477885395288467
17.0,5348250000.0,0.11886085493582879,-1.3863731445661869,0.02179664745926857,-0.11684523522853851
17.0,5348500000.0,0.11914192464784316,-1.4184958412774855,0.018075305968523026,-0.11776281893253326
17.0,5348750000.0,0.12048715959017382,-1.4313314725025863,0.0167493037879467,-0.11931729316711426
17.0,5349000000.0,0.1198681351110299,-1.4058283322147318,0.019684836268424988,-0.11824075877666473
17.0,5349250000.0,0.11879382570995034,-1.3705318938293778,0.023631475865840912,-0.11641961336135864
17.0,5349500000.0,0.11879078216701446,-1.349799545394642,0.026039209216833115,-0.11590172350406647
17.0,5349750000.0,0.11888222635497595,-1.3403290094572866,0.027156565338373184,-0.11573895066976547
17.0,5350000000.0,0.11836562532917798,-1.3295903351140999,0.028274456039071083,-0.11493901163339615
17.0,5350250000.0,0.11825446038809505,-1.2981641662259473,0.03184206038713455,-0.11388678848743439
17.0,5350500000.0,0.1175813127899474,-1.2511579871363367,0.03694678097963333,-0.11162571609020233
17.0,5350750000.0,0.11781233019549907,-1.2428527495280957,0.03794698417186737,-0.11153372377157211
17.0,5351000000.0,0.11897220652420605,-1.1801531607097124,0.0453026182949543,-0.11000935733318329
17.0,5351250000.0,0.11790874767897849,-1.1862417882808836,0.04423302412033081,-0.10929735749959946
17.0,5351500000.0,0.11812500667046844,-1.1847041399528964,0.04448246955871582,-0.10942955315113068
17.0,5351750000.0,0.11911536108159146,-1.218140579982639,0.041141413152217865,-0.11178485304117203
17.0,5352000000.0,0.11777510143192625,-1.2601427044405409,0.03600161522626877,-0.11213767528533936
17.0,5352250000.0,0.11844096999536871,-1.3046777959536648,0.031148623675107956,-0.11427172273397446
17.0,5352500000.0,0.11792272535821567,-1.3283335068528235,0.028312554582953453,-0.11447343975305557
17.0,5352750000.0,0.11827467746762876,-1.3588449826323443,0.024881204590201378,-0.1156279593706131
17.0,5353000000.0,0.11845010051798963,-1.3248302731949841,0.028841819614171982,-0.11488505452871323
17.0,5353250000.0,0.11899356803805505,-1.2716402428956475,0.0350690558552742,-0.11370853334665298
17.0,5353500000.0,0.11880935676407745,-1.205169960245814,0.042478423565626144,-0.11095605790615082
17.0,5353750000.0,0.11940754846379115,-1.1677209763598402,0.04683750122785568,-0.10983811318874359
17.0,5354000000.0,0.12058932321448634,-1.117172851869991,0.0528453066945076,-0.10839353501796722
17.0,5354250000.0,0.12049342441229623,-1.11744180473277,0.05277414992451668,-0.10832153260707855
17.0,5354500000.0,0.1191694315767549,-1.1413285506010338,0.049620598554611206,-0.10834735631942749
17.0,5354750000.0,0.11883223183901231,-1.1799578830886681,0.04527077451348305,-0.10987108945846558
17.0,5355000000.0,0.11841839768577649,-1.233138508048271,0.03922941908240318,-0.11173168569803238
17.0,5355250000.0,0.11849497194092326,-1.2819303974652312,0.0337551087141037,-0.11358543485403061
17.0,5355500000.0,0.11914788498019332,-1.2984261353855702,0.03205256909132004,-0.11475561559200287
17.0,5355750000.0,0.11953210664185991,-1.2976770510710023,0.03224216029047966,-0.11510155349969864
17.0,5356000000.0,0.11765830980966283,-1.2653470867341514,0.03538240119814873,-0.11221213638782501
17.0,5356250000.0,0.11889772722694947,-1.199618847386684,0.04312574863433838,-0.11080089956521988
17.0,5356500000.0,0.1202161344626525,-1.122793717075953,0.052073556929826736,-0.10835249722003937
17.0,5356750000.0,0.12189345500155031,-1.0750173672245578,0.0579867847263813,-0.10721728950738907
17.0,5357000000.0,0.12218365862157916,-1.027638695889716,0.06314961612224579,-0.10459910333156586
17.0,5357250000.0,0.1235096235632397,-1.0234793493290506,0.06427416205406189,-0.10546781122684479
17.0,5357500000.0,0.12246719278507555,-1.0312453442242324,0.06291761994361877,-0.10506943613290787
17.0,5357750000.0,0.12151714762346823,-1.057039240800751,0.05971993878483772,-0.10582979768514633
17.0,5358000000.0,0.12158126332519988,-1.0789049725546904,0.057422082871198654,-0.10716672986745834
17.0,5358250000.0,0.11905988553143737,-1.10852845228314,0.05309822037816048,-0.1065637618303299
