current,frequency,amplitude,phase,I,Q
-7.72952618520232e-05,5170000000.0,0.12732542667903685,-1.035379955459156,0.06496132910251617,-0.10950703173875809
-7.72952618520232e-05,5170250000.0,0.12386795158995101,-1.0787282669753202,0.05852136388421059,-0.10917197167873383
-7.72952618520232e-05,5170500000.0,0.13028937213071928,-1.0418965193719745,0.06574190407991409,-0.11248698830604553
-7.72952618520232e-05,5170750000.0,0.12800418047148923,-1.010868283317493,0.06798624992370605,-0.10845708847045898
-7.72952618520232e-05,5171000000.0,0.12483202334876452,-1.0381559799168951,0.06339091062545776,-0.10753895342350006
-7.72952618520232e-05,5171250000.0,0.13015944718245315,-1.0593947177692278,0.06370003521442413,-0.11350677162408829
-7.72952618520232e-05,5171500000.0,0.12844038840346025,-1.0631474159926615,0.06243795529007912,-0.11224275082349777
-7.72952618520232e-05,5171750000.0,0.12794934331905317,-1.0750483063895522,0.06086419150233269,-0.1125459223985672
-7.72952618520232e-05,5172000000.0,0.1260083031870588,-1.051906264251032,0.06248961016535759,-0.10942184925079346
-7.72952618520232e-05,5172250000.0,0.12561122069529104,-1.0265998159191663,0.06503280252218246,-0.10746587067842484
-7.72952618520232e-05,5172500000.0,0.1298389675594044,-1.024147942138395,0.06749379634857178,-0.11091773957014084
-7.72952618520232e-05,5172750000.0,0.1284439006370913,-1.0479912353389131,0.0641336441040039,-0.11128661781549454
-7.72952618520232e-05,5173000000.0,0.1261238306738713,-1.0412841984745447,0.06370670348405838,-0.10885162651538849
-7.72952618520232e-05,5173250000.0,0.13217435203340902,-1.0333399625316317,0.06766700744628906,-0.11353957653045654
-7.72952618520232e-05,5173500000.0,0.12762191302142517,-0.9564107923218432,0.07356848567724228,-0.1042834147810936
-7.72952618520232e-05,5173750000.0,0.12945999459101715,-1.042621697208873,0.06524234265089035,-0.11181827634572983
-7.72952618520232e-05,5174000000.0,0.1291569670063558,-1.034330331176835,0.06601233780384064,-0.1110130324959755
-7.72952618520232e-05,5174250000.0,0.12384914867711672,-1.0314939726434618,0.06360118091106415,-0.10627088695764542
-7.72952618520232e-05,5174500000.0,0.1270005066235092,-1.0625187724571334,0.06180775165557861,-0.11094561964273453
