current,frequency,amplitude,phase,I,Q
-0.0005661806986641277,5180000000.0,0.3804227472541305,-2.4509387218110112,-0.29324111342430115,-0.24234503507614136
-0.0005661806986641277,5180250000.0,0.38194250452577494,-2.4537425015793786,-0.2950936257839203,-0.24248676002025604
-0.0005661806986641277,5180500000.0,0.37855630059214845,-2.4615865723902766,-0.2943536043167114,-0.23803535103797913
-0.0005661806986641277,5180750000.0,0.38282173142857756,-2.462861438000587,-0.29797691106796265,-0.24033775925636292
-0.0005661806986641277,5181000000.0,0.38506000613756464,-2.4565074039001673,-0.298177033662796,-0.24364249408245087
-0.0005661806986641277,5181250000.0,0.37870023621696824,-2.446030359257167,-0.2907257080078125,-0.24267762899398804
-0.0005661806986641277,5181500000.0,0.38424771503883237,-2.4412222979847487,-0.29379716515541077,-0.24764800071716309
-0.0005661806986641277,5181750000.0,0.38691130451319306,-2.448899157897407,-0.2977393567562103,-0.2470862865447998
-0.0005661806986641277,5182000000.0,0.3823487371219143,-2.4499571285748103,-0.29448649287223816,-0.2438611537218094
-0.0005661806986641277,5182250000.0,0.3818404354440017,-2.450896435782892,-0.2943236231803894,-0.24326060712337494
-0.0005661806986641277,5182500000.0,0.3802171583570958,-2.4566475912977155,-0.29446062445640564,-0.24053695797920227
-0.0005661806986641277,5182750000.0,0.381043159472043,-2.461609416715545,-0.296292781829834,-0.2395923137664795
-0.0005661806986641277,5183000000.0,0.38263644974940125,-2.463746129966068,-0.2980450987815857,-0.23995785415172577
-0.0005661806986641277,5183250000.0,0.3832669699991627,-2.4573429006412932,-0.2969910800457001,-0.2422599196434021
-0.0005661806986641277,5183500000.0,0.3831378053710824,-2.4550544250363417,-0.29633599519729614,-0.24285706877708435
-0.0005661806986641277,5183750000.0,0.3818858850711254,-2.457335337638935,-0.2959190607070923,-0.2413891851902008
-0.0005661806986641277,5184000000.0,0.38083395246093404,-2.4539838501245343,-0.2942954897880554,-0.24171194434165955
-0.0005661806986641277,5184250000.0,0.38200605629957535,-2.450810646555811,-0.2944304049015045,-0.24339137971401215
-0.0005661806986641277,5184500000.0,0.38139335957910186,-2.453346692367124,-0.29457348585128784,-0.24225473403930664
-0.0005661806986641277,5184750000.0,0.3815615890089568,-2.465461861209346,-0.29761797189712524,-0.23877350986003876
-0.0005661806986641277,5185000000.0,0.38108166262862175,-2.467575770443345,-0.29774707555770874,-0.2378443032503128
-0.0005661806986641277,5185250000.0,0.38333563630168355,-2.451227257747968,-0.295556902885437,-0.24411539733409882
-0.0005661806986641277,5185500000.0,0.38311509547648076,-2.456499087668627,-0.2966689467430115,-0.24241434037685394
-0.0005661806986641277,5185750000.0,0.38381268527627616,-2.4518537713121655,-0.29607778787612915,-0.24423374235630035
-0.0005661806986641277,5186000000.0,0.3851775635857969,-2.447279172004395,-0.29600632190704346,-0.24645894765853882
-0.0005661806986641277,5186250000.0,0.38387880092322985,-2.4639991386126354,-0.2990736961364746,-0.24066129326820374
-0.0005661806986641277,5186500000.0,0.38426279011058107,-2.4470903083997007,-0.2952568829059601,-0.24592939019203186
-0.0005661806986641277,5186750000.0,0.38277345910391614,-2.451102319965109,-0.29509299993515015,-0.2437942624092102
-0.0005661806986641277,5187000000.0,0.3849284616050093,-2.452152514813325,-0.29701167345046997,-0.24485503137111664
-0.0005661806986641277,5187250000.0,0.386145639246996,-2.4522932032530567,-0.29798540472984314,-0.24558736383914948
-0.0005661806986641277,5187500000.0,0.38330285178239454,-2.4542904250245683,-0.2962779402732849,-0.24318811297416687
-0.0005661806986641277,5187750000.0,0.3860911968844167,-2.4521169604723685,-0.29790011048316956,-0.2456052452325821
-0.0005661806986641277,5188000000.0,0.38597913497520625,-2.4563280323641417,-0.29884496331214905,-0.24427767097949982
-0.0005661806986641277,5188250000.0,0.3816110286319096,-2.4564113966640866,-0.2954830825328827,-0.24148856103420258
