,time,amp,phase
0,1.5000000000000002e-08,23.987880643325916,-0.7803221255943671
1,3.0000000000000004e-08,23.87434517467928,-0.7668285461357136
2,4.5000000000000006e-08,23.770850317344443,-0.7577201695216216
3,6.000000000000001e-08,23.742159045787954,-0.7358403237992427
4,7.500000000000001e-08,23.490180680989862,-0.7240418883559009
5,9.000000000000001e-08,23.539702689001135,-0.7062224356827714
6,1.05e-07,23.422408635577824,-0.6937186109824748
7,1.2000000000000002e-07,23.250463356738717,-0.6872158463762346
8,1.35e-07,23.36556454796328,-0.6768004862301547
9,1.5000000000000002e-07,23.193379731651845,-0.6754611144669472
10,1.65e-07,23.215356557938602,-0.6824337709721069
11,1.8000000000000002e-07,23.463729613020128,-0.6931648496086974
12,1.95e-07,23.499703088356593,-0.7094674126644891
13,2.1e-07,23.5389852938288,-0.7181015596702386
14,2.2500000000000002e-07,23.688014396832845,-0.7312117667347416
15,2.4000000000000003e-07,23.637453768691422,-0.7452495608655487
16,2.55e-07,23.780388634710164,-0.7590615536368154
17,2.7e-07,23.748605701296785,-0.758348095379844
18,2.85e-07,23.797431986404785,-0.760226093584239
19,3.0000000000000004e-07,23.74387480992403,-0.755530040541327
20,3.15e-07,23.63448386532993,-0.7489911468220602
21,3.3e-07,23.66272475173758,-0.7430082491442874
22,3.4500000000000003e-07,23.605756646013994,-0.727818471435273
23,3.6000000000000005e-07,23.56664288932222,-0.7174315985462555
24,3.75e-07,23.457006070060476,-0.7142636949298097
25,3.9e-07,23.412567008007006,-0.7000748191931774
26,4.0500000000000004e-07,23.410318248915154,-0.6934850389248661
27,4.2e-07,23.425261332106828,-0.6931745672618096
28,4.35e-07,23.349418280120442,-0.6931706137383219
29,4.5000000000000003e-07,23.407517112854393,-0.701593421702772
30,4.6500000000000005e-07,23.5520002910106,-0.6984600130556557
31,4.800000000000001e-07,23.398625087996088,-0.7036358156980406
32,4.95e-07,23.599427998553082,-0.7179038346128557
33,5.1e-07,23.590928559287093,-0.7336891162832179
34,5.250000000000001e-07,23.5338197011123,-0.7291462122654311
35,5.4e-07,23.645180441246737,-0.735466936947556
36,5.550000000000001e-07,23.625877810219045,-0.7383413786951034
37,5.7e-07,23.70655205571636,-0.7376209828516379
38,5.85e-07,23.6441689906209,-0.7400887606887525
39,6.000000000000001e-07,23.692607109014546,-0.729417131096198
40,6.15e-07,23.559293424237552,-0.732192165370037
41,6.3e-07,23.41125919582663,-0.7209306673609231
42,6.450000000000001e-07,23.527699082110665,-0.7219067041862667
43,6.6e-07,23.587908748186813,-0.7159576442384604
44,6.75e-07,23.51401147655274,-0.7041329236962489
45,6.900000000000001e-07,23.509803380531547,-0.7063948956712176
46,7.05e-07,23.508100254268108,-0.7078090872161213
47,7.200000000000001e-07,23.515150704083013,-0.6964666575122702
48,7.350000000000001e-07,23.378570516171575,-0.7061343455536577
49,7.5e-07,23.444989046138122,-0.6986209263309293
50,7.650000000000001e-07,23.630212274792548,-0.7123985881465448
51,7.8e-07,23.497898580400975,-0.7040320380803647
52,7.95e-07,23.473724991696766,-0.7139887672956701
53,8.100000000000001e-07,23.537943758817764,-0.7209399687645975
54,8.25e-07,23.49616177929763,-0.7213709427593408
55,8.4e-07,23.56216005444503,-0.7315849534784641
56,8.550000000000001e-07,23.6276490178123,-0.7280382694451015
57,8.7e-07,23.636550197822938,-0.729663546756201
58,8.850000000000001e-07,23.55705727187458,-0.7251516405744166
59,9.000000000000001e-07,23.68616468512956,-0.7232443615300357
60,9.15e-07,23.5972721576939,-0.7234614213442785
61,9.300000000000001e-07,23.618195526039614,-0.7179941353433549
62,9.450000000000001e-07,23.609601425429283,-0.7133679210546154
63,9.600000000000001e-07,23.545960009397838,-0.7147743714202796
64,9.75e-07,23.45107568216949,-0.7012942719488997
65,9.9e-07,23.403873203114653,-0.7062332629335941
66,1.0050000000000001e-06,23.386993522456198,-0.7066105512948764
67,1.02e-06,23.49475965779733,-0.7002710418521763
68,1.035e-06,23.49963628304629,-0.7034093860032916
69,1.0500000000000001e-06,23.463092394666848,-0.7070071065914492
70,1.065e-06,23.570476777052235,-0.7115211664349065
71,1.08e-06,23.568279636771262,-0.7126500748157332
72,1.095e-06,23.59854198838884,-0.71795304434402
73,1.1100000000000002e-06,23.628882535529602,-0.713036218894257
74,1.125e-06,23.536892574492494,-0.7106019167433657
75,1.14e-06,23.575905226302783,-0.7148973480602864
76,1.1550000000000002e-06,23.51639433022998,-0.7245462941117614
77,1.17e-06,23.60493732230958,-0.7216009545766977
78,1.185e-06,23.464767225517186,-0.7210877403088762
79,1.2000000000000002e-06,23.592823829022468,-0.7180367601228419
