frequency,frequency,amplitude,phase,I,Q
5228000000.0,5305000000.0,0.13229995835367953,-0.3600073111315462,0.1238187700510025,-0.046606771647930145
5228000000.0,5305250000.0,0.1322751263434028,-0.366930397192565,0.12346996366977692,-0.047453947365283966
5228000000.0,5305500000.0,0.1323046749995614,-0.3613363118358058,0.1237611323595047,-0.04677295312285423
5228000000.0,5305750000.0,0.13243007280550928,-0.3622846847433186,0.12383397668600082,-0.04693474620580673
5228000000.0,5306000000.0,0.13229466052362895,-0.36100795018480564,0.12376711517572403,-0.04672877490520477
5228000000.0,5306250000.0,0.13225119039041663,-0.36357327510774107,0.12360620498657227,-0.04703066498041153
5228000000.0,5306500000.0,0.13168866012504318,-0.365403231637219,0.12299454212188721,-0.04705577343702316
5228000000.0,5306750000.0,0.132170767076469,-0.362445722229967,0.12358395755290985,-0.04686274752020836
5228000000.0,5307000000.0,0.13243119052109487,-0.3596052132928213,0.12396033853292465,-0.046603161841630936
5228000000.0,5307250000.0,0.1320262374269164,-0.36758899146269464,0.12320642173290253,-0.047445811331272125
5228000000.0,5307500000.0,0.1320697735094556,-0.3683376881569761,0.12321148067712784,-0.04755371809005737
5228000000.0,5307750000.0,0.13185658499974345,-0.3710589271491865,0.12288293987512589,-0.04781152680516243
5228000000.0,5308000000.0,0.13170250783127171,-0.3716425309895032,0.12271145731210709,-0.047827281057834625
5228000000.0,5308250000.0,0.13201633462628393,-0.3706024715168861,0.1230536550283432,-0.0478132888674736
5228000000.0,5308500000.0,0.13126300278731096,-0.3737459583464029,0.12220142036676407,-0.04792482405900955
5228000000.0,5308750000.0,0.13170100029471482,-0.3830988396597078,0.12215409427881241,-0.049229368567466736
5228000000.0,5309000000.0,0.1314713448958716,-0.38282533135911356,0.1219545230269432,-0.04911017045378685
5228000000.0,5309250000.0,0.1308514115904534,-0.39716848872031035,0.12066593021154404,-0.05061447620391846
5228000000.0,5309500000.0,0.130457120700202,-0.4052903664634206,0.11988852173089981,-0.051437366753816605
5228000000.0,5309750000.0,0.12981932751054878,-0.42561275036657037,0.11823761463165283,-0.05359966680407524
5228000000.0,5310000000.0,0.12986224078667616,-0.43227906548100864,0.11791664361953735,-0.05440465733408928
5228000000.0,5310250000.0,0.12904308824883173,-0.45087010266328015,0.11614759266376495,-0.05623037740588188
5228000000.0,5310500000.0,0.12857712853948086,-0.4671828348052889,0.1147988811135292,-0.05790764093399048
5228000000.0,5310750000.0,0.1283341262013029,-0.4811664826806167,0.1137625128030777,-0.05939476937055588
5228000000.0,5311000000.0,0.12834450475747813,-0.497760759120597,0.11277040094137192,-0.06127926707267761
5228000000.0,5311250000.0,0.12827354558683443,-0.5145102261057495,0.11166646331548691,-0.06312450766563416
5228000000.0,5311500000.0,0.1274060733740528,-0.5347941669889452,0.10961681604385376,-0.06493428349494934
5228000000.0,5311750000.0,0.1270659284868619,-0.5465495433015309,0.10855533927679062,-0.06604156643152237
5228000000.0,5312000000.0,0.12733827026075417,-0.5671820400460102,0.10739942640066147,-0.06841343641281128
5228000000.0,5312250000.0,0.12733134191682444,-0.5720349188994681,0.10706033557653427,-0.06893007457256317
5228000000.0,5312500000.0,0.12729500372861355,-0.5869964952893943,0.1059868335723877,-0.07050396502017975
5228000000.0,5312750000.0,0.12673337550612285,-0.5884820920268373,0.10541482269763947,-0.07034958153963089
5228000000.0,5313000000.0,0.12727515880950827,-0.5887378599156994,0.10584739595651627,-0.07067739963531494
5228000000.0,5313250000.0,0.1268852151020158,-0.5978656338680216,0.10487556457519531,-0.07142110168933868
5228000000.0,5313500000.0,0.1268898309040721,-0.5953608031698914,0.10505795478820801,-0.07116077095270157
5228000000.0,5313750000.0,0.1264870568012511,-0.5846827716748965,0.10547593981027603,-0.06981261819601059
5228000000.0,5314000000.0,0.12728542375366766,-0.573004109945465,0.1069548949599266,-0.06900890916585922
5228000000.0,5314250000.0,0.12721371317293764,-0.5605626208196842,0.10774443298578262,-0.06763479858636856
5228000000.0,5314500000.0,0.12706447362224993,-0.5449417018665785,0.10866013914346695,-0.06586618721485138
5228000000.0,5314750000.0,0.12797146469697404,-0.5231382201683302,0.11085599660873413,-0.06393468379974365
5228000000.0,5315000000.0,0.12806007418359097,-0.5050415506333649,0.11207233369350433,-0.06196107342839241
5228000000.0,5315250000.0,0.12844362323803082,-0.4916541009232232,0.11322988569736481,-0.06063627079129219
5228000000.0,5315500000.0,0.12876638457216158,-0.4665039711237816,0.1150071993470192,-0.057914815843105316
5228000000.0,5315750000.0,0.12948662105635445,-0.4556173169791089,0.11627763509750366,-0.056976281106472015
5228000000.0,5316000000.0,0.13048134851848447,-0.43719458838988073,0.11820866912603378,-0.05524574965238571
5228000000.0,5316250000.0,0.12992328862813085,-0.4267373034366995,0.11827190220355988,-0.05377562716603279
5228000000.0,5316500000.0,0.13064643750966665,-0.4048154289138936,0.12008695304393768,-0.05145498365163803
5228000000.0,5316750000.0,0.13067728272647847,-0.399046425117708,0.12041021883487701,-0.05077333375811577
5228000000.0,5317000000.0,0.1317409729536936,-0.3871722656247009,0.12198956310749054,-0.04974163696169853
5228000000.0,5317250000.0,0.13134199641613764,-0.37939702458190716,0.1220020204782486,-0.04864387959241867
5228000000.0,5317500000.0,0.13238936979244353,-0.3755914661573739,0.12316061556339264,-0.04856344312429428
5228000000.0,5317750000.0,0.13167055547523618,-0.3713392206437848,0.12269618362188339,-0.04777846485376358
5228000000.0,5318000000.0,0.13187789239490005,-0.3718627163611649,0.12286432087421417,-0.04791802540421486
5228000000.0,5318250000.0,0.13194470191411123,-0.3688735210906485,0.12306932359933853,-0.04757463559508324
5228000000.0,5318500000.0,0.1313913141588448,-0.3710328640328131,0.1224505752325058,-0.0476396270096302
5228000000.0,5318750000.0,0.13186407400487649,-0.36129863263833567,0.12335073947906494,-0.04661254212260246
5228000000.0,5319000000.0,0.13182423828379072,-0.35863967896404203,0.12343694269657135,-0.04627041146159172
5228000000.0,5319250000.0,0.13191891405208694,-0.3635750002735475,0.12329556792974472,-0.04691271483898163
5228000000.0,5319500000.0,0.13222697282702145,-0.3640926397150931,0.1235591322183609,-0.04708623141050339
5228000000.0,5319750000.0,0.13236468815419317,-0.35991477673867595,0.12388366460800171,-0.04661811143159866
5228000000.0,5320000000.0,0.1324514833521944,-0.3623285110601834,0.12385194003582001,-0.04694776237010956
5228000000.0,5320250000.0,0.13221745176518335,-0.3639313349648647,0.12355782836675644,-0.047062911093235016
5228000000.0,5320500000.0,0.13184676958709793,-0.3614351918749022,0.12332818657159805,-0.046623267233371735
5228000000.0,5320750000.0,0.13188901944477652,-0.36745067113635504,0.12308492511510849,-0.047379475086927414
5228000000.0,5321000000.0,0.13191638356307606,-0.36574443682362123,0.12319114059209824,-0.04717918112874031
5228000000.0,5321250000.0,0.1319453494305928,-0.3615969657293049,0.1234128475189209,-0.0466780923306942
5228000000.0,5321500000.0,0.13192411418297453,-0.3642874494905006,0.12326697260141373,-0.0470023974776268
5228000000.0,5321750000.0,0.13191073820637114,-0.36638720165735156,0.12315551936626434,-0.04725633189082146
5228000000.0,5322000000.0,0.13193780604775368,-0.3666456062073939,0.12316857278347015,-0.04729785770177841
