power,frequency,amplitude,phase,I,Q
17.0,5345000000.0,0.12888212436193366,-0.545704035020239,0.11016355454921722,-0.06689240038394928
17.0,5345150273.224044,0.12869909918054043,-0.5437474348513291,0.11013759672641754,-0.06658203899860382
17.0,5345300546.448088,0.12840980744524774,-0.5639643415176271,0.10852460563182831,-0.06864028424024582
17.0,5345450819.672132,0.12883114709245588,-0.5607418873233436,0.1091020479798317,-0.06851428747177124
17.0,5345601092.896174,0.12733101893808307,-0.5468724175254219,0.10876043885946274,-0.06621446460485458
17.0,5345751366.120218,0.1276628587252079,-0.5589990984109863,0.1082308292388916,-0.0677044540643692
17.0,5345901639.344262,0.12781087876185282,-0.5632244843696218,0.10806894302368164,-0.0682401955127716
17.0,5346051912.568306,0.12975885872456722,-0.5680381317157159,0.10938127338886261,-0.06980758160352707
17.0,5346202185.79235,0.1291335347588979,-0.5631780340381005,0.10919050127267838,-0.06894131004810333
17.0,5346352459.016394,0.1269352625460495,-0.5695461997664304,0.1068979948759079,-0.06844983249902725
17.0,5346502732.2404375,0.12717032262813222,-0.5702572254100672,0.10704716295003891,-0.06865271925926208
17.0,5346653005.46448,0.12848321004945884,-0.5791061044766849,0.10753430426120758,-0.07031577825546265
17.0,5346803278.688524,0.1269888954164974,-0.6063352182121107,0.10435210168361664,-0.07236586511135101
17.0,5346953551.912568,0.12627079675843803,-0.5991517727793485,0.10427622497081757,-0.07120943069458008
17.0,5347103825.136612,0.12789566338806158,-0.599512653898405,0.1055920273065567,-0.07216387242078781
17.0,5347254098.360656,0.12718557304062558,-0.6116529476545506,0.10412682592868805,-0.0730326920747757
17.0,5347404371.5847,0.1251403546293488,-0.6420666880568411,0.10021988302469254,-0.07494053244590759
17.0,5347554644.8087435,0.12450539737793237,-0.6756741065805724,0.09714975953102112,-0.07786859571933746
17.0,5347704918.032787,0.12263413944167771,-0.6889041502339193,0.09466657787561417,-0.07795749604701996
17.0,5347855191.25683,0.121622108921159,-0.70622336050835,0.09253231436014175,-0.07892850041389465
17.0,5348005464.480874,0.12368574177442801,-0.6747800872207794,0.09657931327819824,-0.07726965099573135
17.0,5348155737.704918,0.12469926614142858,-0.6519614385879026,0.09912285208702087,-0.07566086947917938
17.0,5348306010.928962,0.12495255846619922,-0.6218284752990891,0.10156327486038208,-0.07278765738010406
17.0,5348456284.153006,0.12513636902022646,-0.614393057416854,0.10225186496973038,-0.07213644683361053
17.0,5348606557.377049,0.12636035147703123,-0.606765973860953,0.1038045734167099,-0.07205240428447723
17.0,5348756830.601093,0.12543110334195676,-0.6088925663105826,0.10288886725902557,-0.0717414990067482
17.0,5348907103.825136,0.12515820811636416,-0.6079164723863815,0.10273484140634537,-0.07148516923189163
17.0,5349057377.04918,0.12441242267515129,-0.6377901671182289,0.09995462000370026,-0.07407782971858978
17.0,5349207650.273224,0.12499212092410562,-0.6382251446512379,0.10038797557353973,-0.07446666806936264
17.0,5349357923.497268,0.12197416385384674,-0.6747907675743523,0.09524202346801758,-0.07620140165090561
17.0,5349508196.721312,0.12295972837048058,-0.7102637496927758,0.0932268276810646,-0.08017389476299286
17.0,5349658469.945355,0.1194163612245904,-0.7742172664574756,0.08537893742322922,-0.08349074423313141
17.0,5349808743.169399,0.1202406263603973,-0.7701401429236235,0.08631029725074768,-0.08371583372354507
17.0,5349959016.393442,0.12101419139938134,-0.7763272984996153,0.08634261786937714,-0.08479025214910507
